"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"EMC2.2"	0.000464527026794243	0.422551911709528	0.205	0.107	1	"6"	"EMC2"
"TDRD3.4"	0.000466537678304032	-3.63517960370118	0.326	0.217	1	"6"	"TDRD3"
"TBCA.4"	0.000467182410628882	-0.668365480716327	0.258	0.149	1	"6"	"TBCA"
"RAB27A.2"	0.000475971302881061	0.502368698755251	0.227	0.127	1	"6"	"RAB27A"
"CDC42SE2.4"	0.000477171731113848	-4.06914003827032	0.235	0.131	1	"6"	"CDC42SE2"
"LAMC1.4"	0.000482233697705718	-14.9365005990293	0.371	0.241	1	"6"	"LAMC1"
"PIGN.2"	0.000483252052428865	-0.689245902406448	0.22	0.119	1	"6"	"PIGN"
"TPST1.5"	0.000483391603577456	-12.4232245084723	0.439	0.291	1	"6"	"TPST1"
"BIVM.2"	0.000485242727818306	0.292114175651679	0.273	0.158	1	"6"	"BIVM"
"GCNT2.3"	0.000487871617818574	-4.29368233910994	0.197	0.101	1	"6"	"GCNT2"
"LINC00511.4"	0.00049107921375871	-30.1039407700641	0.402	0.277	1	"6"	"LINC00511"
"KLHDC1.1"	0.000495138332845022	-0.42174457255224	0.28	0.164	1	"6"	"KLHDC1"
"NKAP"	0.000495400887952205	0.288169973734488	0.152	0.072	1	"6"	"NKAP"
"STK38L.3"	0.000500697092675593	-1.13234462887401	0.197	0.103	1	"6"	"STK38L"
"LYPLA1.2"	0.000500741113522155	-0.460930998821779	0.235	0.132	1	"6"	"LYPLA1"
"AC006001.2.3"	0.000501966327256275	1.00572389694676	0.318	0.202	1	"6"	"AC006001.2"
"ANKRD44.2"	0.000504435049510781	-16.3495357744776	0.311	0.188	1	"6"	"ANKRD44"
"ABCC1.3"	0.000508171338856336	-1.13665088848188	0.28	0.164	1	"6"	"ABCC1"
"DIAPH1.2"	0.000510847266665666	-1.10754142971921	0.28	0.165	1	"6"	"DIAPH1"
"MPP2.2"	0.00051471460359855	1.68117130933403	0.25	0.144	1	"6"	"MPP2"
"PAAF1.2"	0.000517141664327236	0.865199667768901	0.258	0.151	1	"6"	"PAAF1"
"THUMPD3-AS1.2"	0.000520350607122398	0.956947445166255	0.22	0.12	1	"6"	"THUMPD3-AS1"
"RBM5.2"	0.000528491219931151	0.372236789087142	0.485	0.347	1	"6"	"RBM5"
"AL359764.2"	0.000530123346010159	0.375622273191871	0.136	0.062	1	"6"	"AL359764.2"
"MAP3K9.2"	0.00053022708460248	0.620369556091876	0.288	0.171	1	"6"	"MAP3K9"
"ZCCHC10.1"	0.000530613968312528	0.452773781972365	0.174	0.087	1	"6"	"ZCCHC10"
"TMEM161B.4"	0.0005360115641862	-2.57812989825976	0.326	0.212	1	"6"	"TMEM161B"
"RBM3.1"	0.000536959538583866	0.30376556521171	0.167	0.081	1	"6"	"RBM3"
"GBF1.4"	0.000538275257885097	0.363010102479402	0.455	0.328	1	"6"	"GBF1"
"RSPRY1.3"	0.000538827464549618	0.47551270689287	0.28	0.168	1	"6"	"RSPRY1"
"UBQLN1.4"	0.000544214719059816	-4.00146436576185	0.333	0.205	1	"6"	"UBQLN1"
"HMOX2"	0.000545558481262586	0.322404433738376	0.174	0.088	1	"6"	"HMOX2"
"ANP32E.1"	0.00054608118838972	0.367114752003282	0.197	0.105	1	"6"	"ANP32E"
"CTBS"	0.0005466317308097	0.251909642508404	0.114	0.047	1	"6"	"CTBS"
"BTBD7.2"	0.000546633139967892	-0.822828451101429	0.341	0.221	1	"6"	"BTBD7"
"CDS1"	0.00054705164386866	-0.261702937757229	0.129	0.056	1	"6"	"CDS1"
"CEP83.3"	0.000551137751110494	-2.48415592921781	0.205	0.106	1	"6"	"CEP83"
"SPART.2"	0.000553993670598696	-0.68089807122156	0.242	0.134	1	"6"	"SPART"
"KANSL1L.3"	0.000554058379581429	-4.9371635384779	0.288	0.171	1	"6"	"KANSL1L"
"PLSCR4.1"	0.000554505950623986	-3.56848046598291	0.106	0.042	1	"6"	"PLSCR4"
"SMURF2.3"	0.000560402281258786	-13.7845779561024	0.409	0.283	1	"6"	"SMURF2"
"AGL.2"	0.000569051664161192	0.468582621681628	0.258	0.151	1	"6"	"AGL"
"PSMF1.3"	0.000570071827641169	1.183499986728	0.242	0.142	1	"6"	"PSMF1"
"ARHGAP23.4"	0.00057181788726697	-1.42997511683981	0.303	0.187	1	"6"	"ARHGAP23"
"SLC26A5.3"	0.000576249146587766	2.89596704653793	0.311	0.191	1	"6"	"SLC26A5"
"CALB2"	0.000578323930570604	0.44491767250303	0.144	0.067	1	"6"	"CALB2"
"KPNA5.3"	0.000579309542162763	-0.942652807261791	0.303	0.179	1	"6"	"KPNA5"
"ZNF567"	0.000581895218812635	0.385647030004184	0.167	0.082	1	"6"	"ZNF567"
"NDUFS1.4"	0.000582394726904223	-2.04580243535834	0.424	0.278	1	"6"	"NDUFS1"
"LINC00571"	0.00058316308682578	0.478360971749199	0.129	0.058	1	"6"	"LINC00571"
"NDUFAF5.2"	0.000583748176335335	0.757905744690158	0.242	0.138	1	"6"	"NDUFAF5"
"GAK.2"	0.000587383436481804	0.561442084944872	0.402	0.269	1	"6"	"GAK"
"RFX1.1"	0.000588895249408983	0.854491080715754	0.288	0.171	1	"6"	"RFX1"
"NMT2.2"	0.000592773159738876	-0.257088764270144	0.356	0.231	1	"6"	"NMT2"
"FBLN7.1"	0.000598553480836172	0.414280567050383	0.227	0.124	1	"6"	"FBLN7"
"RBPJ.3"	0.000601270606120449	-16.5067210753917	0.394	0.261	1	"6"	"RBPJ"
"RRAS2.4"	0.000603823497929526	1.75866064798271	0.235	0.135	1	"6"	"RRAS2"
"GLT1D1.3"	0.000604322279496369	-0.697122062537363	0.288	0.17	1	"6"	"GLT1D1"
"LINC00662.3"	0.000605696750256615	-7.49492773305018	0.326	0.205	1	"6"	"LINC00662"
"ARMC9.3"	0.000609249632854575	1.32767623004313	0.303	0.19	1	"6"	"ARMC9"
"LINC02762"	0.000610271229669105	1.63173381721974	0.159	0.079	1	"6"	"LINC02762"
"C1D.2"	0.000616108480841715	-0.429055048366373	0.174	0.089	1	"6"	"C1D"
"RABL6.5"	0.000618014901098897	-0.77359678417548	0.515	0.378	1	"6"	"RABL6"
"METTL22.1"	0.000618043950909127	0.298790711938322	0.152	0.072	1	"6"	"METTL22"
"SPECC1.3"	0.000621123258665417	-10.8141414692399	0.379	0.256	1	"6"	"SPECC1"
"LINC01128.1"	0.000622422230176402	0.330480198234387	0.167	0.083	1	"6"	"LINC01128"
"STX16.3"	0.000624026497499333	-1.64959767517064	0.371	0.246	1	"6"	"STX16"
"DSTYK.3"	0.000624350581931523	0.914092046872698	0.265	0.158	1	"6"	"DSTYK"
"FAM49A.4"	0.000625772911259472	-0.417230065824327	0.205	0.108	1	"6"	"FAM49A"
"TESK2.3"	0.000627592704645476	1.23899838916378	0.197	0.106	1	"6"	"TESK2"
"SLC1A1"	0.000631237830805319	1.9710205975098	0.114	0.048	1	"6"	"SLC1A1"
"EIF3H.4"	0.00063125029007952	1.78660436281965	0.22	0.122	1	"6"	"EIF3H"
"NFYC.2"	0.000635407197173696	0.636481257559177	0.273	0.166	1	"6"	"NFYC"
"SNX9.3"	0.000636518715269412	-1.23462049012729	0.28	0.169	1	"6"	"SNX9"
"OPHN1.3"	0.000636879799057807	-37.9122760427944	0.386	0.254	1	"6"	"OPHN1"
"ZRANB2.4"	0.000640572629365584	-3.04990398033122	0.53	0.376	1	"6"	"ZRANB2"
"UTP23.3"	0.000641230494756953	-1.03430210331712	0.258	0.151	1	"6"	"UTP23"
"NEAT1.4"	0.000643594845735908	-104.136814093825	0.485	0.34	1	"6"	"NEAT1"
"GOLT1B.2"	0.00064583635975215	-0.305166092734537	0.212	0.115	1	"6"	"GOLT1B"
"ZYX"	0.000648746430196688	0.533745081153171	0.121	0.052	1	"6"	"ZYX"
"ZNF639.1"	0.000654103585176702	0.534991188661909	0.136	0.062	1	"6"	"ZNF639"
"LHPP.1"	0.000654952695116874	0.678000250078967	0.197	0.106	1	"6"	"LHPP"
"CPNE9.3"	0.00065698998362867	0.344101248995733	0.182	0.094	1	"6"	"CPNE9"
"CTDSP2.5"	0.000658631020146091	0.30615039454257	0.303	0.191	1	"6"	"CTDSP2"
"CEP70.3"	0.000662882124347156	-8.91321276579463	0.258	0.147	1	"6"	"CEP70"
"PACS2.1"	0.000663125538875274	-1.57711202456238	0.432	0.292	1	"6"	"PACS2"
"HNRNPM.2"	0.000667394247084166	-2.7247508699536	0.439	0.297	1	"6"	"HNRNPM"
"MARK2.3"	0.000674385121479501	1.340123936487	0.326	0.203	1	"6"	"MARK2"
"SNTG2.4"	0.000678547471376568	-12.9779141193125	0.333	0.217	1	"6"	"SNTG2"
"DESI2.3"	0.000682128423131339	0.514491556979946	0.258	0.155	1	"6"	"DESI2"
"MGMT.3"	0.000689593633805792	-2.43991842136247	0.182	0.095	1	"6"	"MGMT"
"RESF1.2"	0.000689967799517374	-2.547204554018	0.303	0.179	1	"6"	"RESF1"
"NFU1"	0.000690400027605613	0.37472968623925	0.159	0.077	1	"6"	"NFU1"
"NSD2.2"	0.000692530360961317	-25.7032093060911	0.477	0.332	1	"6"	"NSD2"
"MORF4L1.3"	0.000696482697109145	-9.90979073562415	0.371	0.241	1	"6"	"MORF4L1"
"APBB2.2"	0.00069674068089666	-12.0019300058525	0.295	0.183	1	"6"	"APBB2"
"LINC02175.1"	0.000704616915869287	0.425972412197064	0.159	0.078	1	"6"	"LINC02175"
"KLHL29.3"	0.000706169448108745	-37.7442808040309	0.189	0.098	1	"6"	"KLHL29"
"ZNF175"	0.000709011735878661	0.295022224244616	0.152	0.073	1	"6"	"ZNF175"
"SULT1A1.1"	0.000711200900117808	0.729251854711545	0.364	0.243	1	"6"	"SULT1A1"
"USP46.2"	0.000712736423594955	1.88885147134463	0.174	0.09	1	"6"	"USP46"
"RNF149.4"	0.000713490336870546	-1.60562910589285	0.409	0.276	1	"6"	"RNF149"
"RBM14"	0.000719853161511985	0.271915064265256	0.159	0.077	1	"6"	"RBM14"
"TRAPPC10.3"	0.000723358967169534	0.748934043583843	0.326	0.211	1	"6"	"TRAPPC10"
"SCYL2.2"	0.000731499941670648	0.279944605731873	0.303	0.196	1	"6"	"SCYL2"
"ZNF814.3"	0.000732595641160395	0.76252457606082	0.303	0.192	1	"6"	"ZNF814"
"WDR73"	0.000739174746715044	0.376338049948581	0.152	0.073	1	"6"	"WDR73"
"LYRM4.3"	0.000740960305568272	-0.826758356653251	0.197	0.107	1	"6"	"LYRM4"
"HIP1.5"	0.000742342034492654	-14.8703844588217	0.515	0.382	1	"6"	"HIP1"
"GCLM.1"	0.000743184160312863	-4.01653698731569	0.152	0.073	1	"6"	"GCLM"
"SSR1.2"	0.000744665600572114	0.696376434399475	0.288	0.175	1	"6"	"SSR1"
"TXNDC15.1"	0.000746308169801157	0.353265844415585	0.258	0.151	1	"6"	"TXNDC15"
"GNA11"	0.000754647931762394	0.267105946057339	0.227	0.126	1	"6"	"GNA11"
"PSMD1.3"	0.000754903901470724	-3.82122725830392	0.341	0.227	1	"6"	"PSMD1"
"PIKFYVE.4"	0.000755564281594492	-3.92423415496179	0.439	0.296	1	"6"	"PIKFYVE"
"GALK2.4"	0.000758093587085381	-0.269794485113142	0.28	0.171	1	"6"	"GALK2"
"MAP4K4.3"	0.000759211960748751	-37.8251914008163	0.5	0.347	1	"6"	"MAP4K4"
"SLIRP"	0.00076030434753863	0.804563447512473	0.167	0.086	1	"6"	"SLIRP"
"AP3B1.3"	0.000764560217098332	-9.63420949937642	0.341	0.222	1	"6"	"AP3B1"
"STK4.3"	0.000764893227678507	-3.0002308064078	0.227	0.129	1	"6"	"STK4"
"MAMDC2-AS1"	0.000765262754196651	2.89836455152074	0.114	0.048	1	"6"	"MAMDC2-AS1"
"TOR1B"	0.000774691172426777	0.520165734258555	0.189	0.099	1	"6"	"TOR1B"
"EPHA1-AS1.1"	0.000779833647495683	-0.75064341900013	0.159	0.077	1	"6"	"EPHA1-AS1"
"EIF2S1"	0.000781617019993733	0.68302121653113	0.144	0.069	1	"6"	"EIF2S1"
"ANKRD36B.4"	0.000784070282375998	0.35275369860551	0.447	0.312	1	"6"	"ANKRD36B"
"AC108519.1.3"	0.000784274637804734	-5.33130554822332	0.265	0.152	1	"6"	"AC108519.1"
"STARD9.2"	0.000785983897839459	-2.17480760472925	0.333	0.209	1	"6"	"STARD9"
"PHF6.1"	0.000788211413465877	0.91109590780757	0.159	0.078	1	"6"	"PHF6"
"CLHC1.4"	0.000788283186461096	0.671152496480545	0.273	0.162	1	"6"	"CLHC1"
"SYNRG.2"	0.00079087545957416	-0.537612155710597	0.318	0.199	1	"6"	"SYNRG"
"EZH1.5"	0.000806070618732727	0.514315865695062	0.394	0.259	1	"6"	"EZH1"
"NAA35.3"	0.000816094289072757	-0.758103776121425	0.333	0.219	1	"6"	"NAA35"
"AC022424.1"	0.000818699954706174	0.303461140469312	0.136	0.063	1	"6"	"AC022424.1"
"SOS2.3"	0.000820674791224181	-0.834791464708895	0.447	0.319	1	"6"	"SOS2"
"TMX2.1"	0.000834334342550729	0.267639263890405	0.242	0.142	1	"6"	"TMX2"
"NBPF15.3"	0.00083464465998479	0.480418379515271	0.212	0.117	1	"6"	"NBPF15"
"PIGZ.1"	0.000837731527517002	0.556276939848178	0.197	0.106	1	"6"	"PIGZ"
"POLG.1"	0.000854922418399999	0.33895157010745	0.197	0.106	1	"6"	"POLG"
"ABCB7.4"	0.000861069692769761	0.339005985903206	0.295	0.183	1	"6"	"ABCB7"
"AC090517.5.3"	0.000861381432801034	1.73519230249383	0.174	0.091	1	"6"	"AC090517.5"
"HDAC2.3"	0.000866495159917498	-1.13484897743585	0.25	0.146	1	"6"	"HDAC2"
"TULP3.4"	0.00086817781312006	-39.6168791643616	0.348	0.223	1	"6"	"TULP3"
"ERCC6.1"	0.000876534027315274	0.48493665339478	0.273	0.17	1	"6"	"ERCC6"
"CES2"	0.000889419827239051	0.314453380789499	0.121	0.054	1	"6"	"CES2"
"FBXO21.3"	0.000891126869618042	1.61025410508778	0.402	0.266	1	"6"	"FBXO21"
"FANCC.4"	0.000900729756221967	-4.19108709530717	0.326	0.218	1	"6"	"FANCC"
"IQCN.1"	0.000902933149033159	0.287546194477449	0.144	0.068	1	"6"	"IQCN"
"LDHB"	0.000911566501627141	-0.268691202430917	0.159	0.08	1	"6"	"LDHB"
"MB21D2.3"	0.000921639567758764	3.82390958295504	0.205	0.112	1	"6"	"MB21D2"
"P4HA1.2"	0.000921934568238614	-1.37203889045354	0.205	0.109	1	"6"	"P4HA1"
"DIMT1.1"	0.000924491254727515	0.550145325494451	0.114	0.049	1	"6"	"DIMT1"
"OXSR1.3"	0.000925661063211255	1.51384402713141	0.326	0.211	1	"6"	"OXSR1"
"SENP5.5"	0.000926281655031204	-3.17706306108906	0.462	0.342	1	"6"	"SENP5"
"NSMAF.3"	0.000927100558248707	-0.453168534612255	0.341	0.227	1	"6"	"NSMAF"
"IRS1.1"	0.00092986339350986	0.739886604558525	0.121	0.054	1	"6"	"IRS1"
"PAPOLA.3"	0.000938304410622819	-6.82893777239676	0.386	0.261	1	"6"	"PAPOLA"
"IFT74.2"	0.00093858603153064	-0.36939105613434	0.205	0.11	1	"6"	"IFT74"
"NEDD8"	0.000938951665564712	0.388219579715869	0.144	0.07	1	"6"	"NEDD8"
"SDHAF4"	0.000942894735937524	0.277140953507358	0.114	0.05	1	"6"	"SDHAF4"
"BMP2K.3"	0.000946731602674316	-28.7200450807133	0.235	0.135	1	"6"	"BMP2K"
"SENP2.3"	0.000964451595981128	-1.76467116678517	0.326	0.205	1	"6"	"SENP2"
"RPS8.3"	0.000967009725401487	0.348525588580503	0.189	0.102	1	"6"	"RPS8"
"RAB1A.4"	0.000976147691199272	-12.6094241304991	0.432	0.293	1	"6"	"RAB1A"
"SPTBN2.4"	0.000981993581314847	0.822413882303627	0.379	0.248	1	"6"	"SPTBN2"
"SDC2.4"	0.000984045847915963	-14.7485121806327	0.212	0.121	1	"6"	"SDC2"
"KTN1.3"	0.000984907487430836	0.438253891054222	0.417	0.289	1	"6"	"KTN1"
"GPAT4.1"	0.000995033050408129	0.452137790777074	0.303	0.193	1	"6"	"GPAT4"
"ATP11A.4"	0.000997589751037197	-0.654721618985189	0.235	0.135	1	"6"	"ATP11A"
"UBAP1.4"	0.000998834915633824	-1.84427569584627	0.386	0.257	1	"6"	"UBAP1"
"EIF4A2.3"	0.00100300675399162	-0.696983747676398	0.326	0.211	1	"6"	"EIF4A2"
"PDZD7.3"	0.0010076915716946	0.500270917966847	0.22	0.124	1	"6"	"PDZD7"
"AL807742.1.1"	0.00101156097801727	-2.5090578754161	0.159	0.08	1	"6"	"AL807742.1"
"TNR.3"	0.00101459491842173	-105.562605043573	0.182	0.093	1	"6"	"TNR"
"DPY19L2.2"	0.00101656235526164	-1.07418755035068	0.174	0.088	1	"6"	"DPY19L2"
"JDP2"	0.00102002291482403	-2.47642111943801	0.121	0.054	1	"6"	"JDP2"
"SMG9.1"	0.00102935028162522	0.472912447526493	0.174	0.089	1	"6"	"SMG9"
"ZNF770"	0.00102976972477184	0.350584219420845	0.114	0.05	1	"6"	"ZNF770"
"SF3B1.4"	0.00103493812610627	-1.31590066416879	0.545	0.413	1	"6"	"SF3B1"
"ACSL3.3"	0.00103782227731622	-49.950374141123	0.273	0.165	1	"6"	"ACSL3"
"MARS.2"	0.00103878661143099	0.645801779037412	0.28	0.174	1	"6"	"MARS"
"NUDCD1.1"	0.00104038504890126	0.434869363581375	0.136	0.064	1	"6"	"NUDCD1"
"DSCAML1.6"	0.00104051547666816	-33.7130158900483	0.258	0.152	1	"6"	"DSCAML1"
"AC009403.2"	0.00104808836961946	0.540324194731877	0.159	0.08	1	"6"	"AC009403.2"
"AC004540.1.2"	0.00104961121169539	3.88385518213534	0.205	0.116	1	"6"	"AC004540.1"
"PILRB.1"	0.00105175151265601	0.288106594245171	0.447	0.313	1	"6"	"PILRB"
"DHX9.4"	0.00105201634230251	-22.390917984193	0.417	0.285	1	"6"	"DHX9"
"ACSF3.2"	0.00106284505733066	0.355568736370115	0.197	0.108	1	"6"	"ACSF3"
"AFDN.5"	0.00107329949218708	-41.9494378629363	0.455	0.313	1	"6"	"AFDN"
"EFCAB7.1"	0.00107351441618946	0.722981256169897	0.242	0.142	1	"6"	"EFCAB7"
"SLC2A13.3"	0.00108006708519171	-6.68546191261901	0.212	0.12	1	"6"	"SLC2A13"
"MPZL1"	0.00108466476623956	-11.3377564952173	0.167	0.086	1	"6"	"MPZL1"
"SLITRK4"	0.00108529870360809	0.681953722523679	0.121	0.055	1	"6"	"SLITRK4"
"USP49.3"	0.00108810923382928	-4.03505376994939	0.212	0.118	1	"6"	"USP49"
"NHSL1.3"	0.0010893410886873	-48.6404289673186	0.212	0.118	1	"6"	"NHSL1"
"ZNF653"	0.00109197436687451	0.313524487468883	0.152	0.075	1	"6"	"ZNF653"
"KDM5C.2"	0.00110620094979875	-0.432147021294139	0.22	0.123	1	"6"	"KDM5C"
"CBFA2T2.4"	0.00110734271255075	-34.3887775580857	0.455	0.339	1	"6"	"CBFA2T2"
"ZNF334.2"	0.00110779366200322	0.340954808657751	0.189	0.102	1	"6"	"ZNF334"
"NAP1L4.3"	0.00111478948949464	-1.27346706856121	0.333	0.212	1	"6"	"NAP1L4"
"AGPAT4.3"	0.00113501210525904	-13.7530416801033	0.356	0.233	1	"6"	"AGPAT4"
"WDR11-AS1"	0.00113636068810689	1.04753568065276	0.144	0.071	1	"6"	"WDR11-AS1"
"EMC3.2"	0.0011400678665599	1.19266503568132	0.205	0.117	1	"6"	"EMC3"
"RAB4A.2"	0.00114054062639093	0.49948591813981	0.227	0.132	1	"6"	"RAB4A"
"CYTH1.2"	0.00114080580021091	-3.44947659500866	0.318	0.206	1	"6"	"CYTH1"
"MOB1A.1"	0.00114223517427375	0.828088989622506	0.159	0.08	1	"6"	"MOB1A"
"PWWP3A.2"	0.00115373100303157	0.291773549101872	0.386	0.263	1	"6"	"PWWP3A"
"CDIP1"	0.00115401956392297	0.255839826409196	0.159	0.08	1	"6"	"CDIP1"
"DNAJC11.2"	0.00116121930905431	0.833793949797053	0.273	0.165	1	"6"	"DNAJC11"
"COPG2.3"	0.00118445847344436	-15.8040969623841	0.22	0.125	1	"6"	"COPG2"
"ANKMY1.3"	0.00118588380719563	0.455649379032883	0.227	0.132	1	"6"	"ANKMY1"
"ANKFY1.5"	0.00118993473339967	-4.37633583966617	0.333	0.212	1	"6"	"ANKFY1"
"ALG9.2"	0.00119075351749208	0.594560790258256	0.205	0.114	1	"6"	"ALG9"
"LCMT1.3"	0.00119243263917881	0.63077148116922	0.28	0.173	1	"6"	"LCMT1"
"MROH1.4"	0.00120113456000986	0.273613915177418	0.447	0.307	1	"6"	"MROH1"
"RBM10.1"	0.00120375357314666	0.6212340558524	0.318	0.205	1	"6"	"RBM10"
"POM121.3"	0.00120476525297	0.725362679757368	0.333	0.219	1	"6"	"POM121"
"ZBTB10.3"	0.00121103678328525	-0.673596970839045	0.197	0.106	1	"6"	"ZBTB10"
"CAMK2G.3"	0.00121657382732252	-2.93214582391364	0.258	0.153	1	"6"	"CAMK2G"
"SHMT1.3"	0.00122195508476358	0.404263949996727	0.28	0.171	1	"6"	"SHMT1"
"MGST2.2"	0.00122418737382971	0.62777828217014	0.174	0.093	1	"6"	"MGST2"
"UBE2D1"	0.00122673162430051	0.253088053184854	0.106	0.045	1	"6"	"UBE2D1"
"ANKDD1A.3"	0.00123187209385396	-0.894532031230827	0.205	0.114	1	"6"	"ANKDD1A"
"STARD7.1"	0.00123313414411985	0.985414667905364	0.22	0.131	1	"6"	"STARD7"
"ZNF608.3"	0.00124021866821704	-15.5586495352664	0.25	0.151	1	"6"	"ZNF608"
"KLHL8.3"	0.00124529895067906	-0.942883056789239	0.182	0.094	1	"6"	"KLHL8"
"ARNTL2"	0.00124940529349995	-11.9012338659854	0.114	0.05	1	"6"	"ARNTL2"
"ADAM32.1"	0.0012599040683789	-2.22736969654698	0.136	0.064	1	"6"	"ADAM32"
"SREBF2.4"	0.00126054763800692	-16.4874005388255	0.5	0.382	1	"6"	"SREBF2"
"CHMP5"	0.00126143157369272	-1.34189374008984	0.129	0.06	1	"6"	"CHMP5"
"URGCP.2"	0.00126317571872996	0.689507497339061	0.333	0.226	1	"6"	"URGCP"
"ABCD2.2"	0.00126370500232127	0.48452883906576	0.28	0.171	1	"6"	"ABCD2"
"NDUFV2.4"	0.00126619052067354	-1.42228241403221	0.205	0.113	1	"6"	"NDUFV2"
"IRS2.3"	0.00128359182462649	-3.98872865026425	0.197	0.109	1	"6"	"IRS2"
"APPL2.4"	0.00129402614084275	-16.7302924001265	0.53	0.392	1	"6"	"APPL2"
"FRAS1"	0.00129459404565191	-1.32496132482017	0.189	0.105	1	"6"	"FRAS1"
"ZNF714.3"	0.00129664295152596	1.34081517695887	0.371	0.265	1	"6"	"ZNF714"
"RPS6KA1.3"	0.00129842972008322	0.367018212219507	0.288	0.176	1	"6"	"RPS6KA1"
"ZNF573.2"	0.00130056105478731	0.505427397590466	0.227	0.13	1	"6"	"ZNF573"
"FASTKD1.2"	0.00130336465544556	0.62763867839899	0.303	0.199	1	"6"	"FASTKD1"
"DCTN4.1"	0.00130669151297308	1.44174780829581	0.273	0.165	1	"6"	"DCTN4"
"MIA2.3"	0.00130914694115384	-0.367778554915362	0.242	0.142	1	"6"	"MIA2"
"EVA1C.2"	0.00131521285760656	-0.742293385463382	0.326	0.22	1	"6"	"EVA1C"
"FADS2.1"	0.00132300781423123	0.383086182981824	0.136	0.065	1	"6"	"FADS2"
"RBM41.1"	0.00132582946604254	0.793298506602998	0.25	0.152	1	"6"	"RBM41"
"SUCLG1.2"	0.00132618184499754	0.986174246063065	0.258	0.158	1	"6"	"SUCLG1"
"SNTG1.6"	0.00132927850904782	-172.537999244242	0.197	0.11	1	"6"	"SNTG1"
"CCDC149.2"	0.00133134100626628	0.549995978105523	0.174	0.093	1	"6"	"CCDC149"
"VPS50.3"	0.00133336866036435	3.96441140065761	0.348	0.238	1	"6"	"VPS50"
"RPL35A.1"	0.00133405132996808	-0.36830429774752	0.159	0.081	1	"6"	"RPL35A"
"MFN2"	0.00136338382069301	0.500454792366388	0.189	0.102	1	"6"	"MFN2"
"MED26"	0.0013777301851761	1.08752366691183	0.144	0.071	1	"6"	"MED26"
"CNNM1"	0.00138825849397493	0.665096562439558	0.144	0.071	1	"6"	"CNNM1"
"CCDC171.4"	0.00138879847730264	2.10349306178784	0.326	0.22	1	"6"	"CCDC171"
"MTG1.1"	0.00139276337122801	0.261764746264359	0.22	0.125	1	"6"	"MTG1"
"GPR19.1"	0.00139545907738218	0.286112162093462	0.174	0.091	1	"6"	"GPR19"
"IKBKB.1"	0.00139705940346211	0.423156529642652	0.295	0.186	1	"6"	"IKBKB"
"VMP1.3"	0.00140676827845792	-7.89465117633561	0.379	0.267	1	"6"	"VMP1"
"KRIT1.4"	0.00140753237514287	-0.492002492024177	0.371	0.248	1	"6"	"KRIT1"
"LINC00884.2"	0.00141004044971694	0.696452374366366	0.174	0.092	1	"6"	"LINC00884"
"ADAMTS5"	0.00141038902666955	1.17808655074412	0.144	0.071	1	"6"	"ADAMTS5"
"C15orf41.3"	0.00142412632267678	-2.89197973477938	0.28	0.176	1	"6"	"C15orf41"
"DDX24.1"	0.00142462026303434	0.642998306637828	0.265	0.165	1	"6"	"DDX24"
"USP7.1"	0.00142936009495243	0.777910113908963	0.318	0.214	1	"6"	"USP7"
"HIPK3.3"	0.00143190954504405	-8.34739376522483	0.311	0.196	1	"6"	"HIPK3"
"RAB10.4"	0.0014475811159764	-21.2188020440377	0.485	0.343	1	"6"	"RAB10"
"UQCRH.1"	0.00145410220387535	0.558251816828221	0.197	0.108	1	"6"	"UQCRH"
"KLHDC4.1"	0.00145647578233972	0.2679946174163	0.25	0.148	1	"6"	"KLHDC4"
"FUBP1.3"	0.00148002084464503	-0.330396264191434	0.402	0.28	1	"6"	"FUBP1"
"USP38.1"	0.00150777959319369	0.376086689229734	0.152	0.077	1	"6"	"USP38"
"MFSD8.3"	0.00151070478634908	0.361701817315195	0.235	0.138	1	"6"	"MFSD8"
"TANK.3"	0.00151308206041077	-2.26958633727697	0.235	0.139	1	"6"	"TANK"
"ZDHHC11.1"	0.00152178090665431	0.933888353515241	0.265	0.162	1	"6"	"ZDHHC11"
"RBBP6.2"	0.00153352517724374	0.404913023554734	0.417	0.283	1	"6"	"RBBP6"
"SFI1.4"	0.00154080133010736	0.256179380576023	0.402	0.281	1	"6"	"SFI1"
"OTUD4.2"	0.00154678591899654	-4.82625879749995	0.295	0.184	1	"6"	"OTUD4"
"B3GALNT2.3"	0.00154828683963188	0.656214712949697	0.205	0.116	1	"6"	"B3GALNT2"
"SLC25A23.2"	0.00156229067823136	0.563427926035922	0.189	0.105	1	"6"	"SLC25A23"
"CEP44.3"	0.00156468284096664	0.367277633921066	0.22	0.127	1	"6"	"CEP44"
"PIGU.3"	0.00156882926678635	-1.29649073018966	0.28	0.173	1	"6"	"PIGU"
"MAVS.3"	0.00157916922649948	0.332345018142391	0.326	0.209	1	"6"	"MAVS"
"PEG3"	0.00158100129465474	0.295048128193073	0.159	0.082	1	"6"	"PEG3"
"HULC"	0.00159099169391143	-1.29417919804525	0.167	0.086	1	"6"	"HULC"
"MED23.5"	0.0015923480805826	0.444748852967506	0.386	0.272	1	"6"	"MED23"
"ERRFI1.1"	0.00159275363622828	0.662490328887659	0.182	0.098	1	"6"	"ERRFI1"
"MIGA1.3"	0.0015931194905125	1.29938762568114	0.348	0.236	1	"6"	"MIGA1"
