"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"ADAM22.1"	3.45871784704643e-28	-6.6151062566604	0.773	0.617	1.26592531919746e-23	"1"	"ADAM22"
"CNTN4.1"	4.30909376897441e-28	-9.45187204667655	0.735	0.593	1.57717141038232e-23	"1"	"CNTN4"
"PATJ.1"	4.5159838699277e-28	-16.6542566416489	0.819	0.681	1.65289525623224e-23	"1"	"PATJ"
"ADGRB3.1"	5.69775369407495e-28	-78.6998877868942	0.887	0.835	2.08543482956837e-23	"1"	"ADGRB3"
"PPP3CA.1"	6.42565231527179e-28	1.50648457273433	0.738	0.606	2.35185300391263e-23	"1"	"PPP3CA"
"CCDC175"	1.60550586011133e-27	6.45357912451486	0.649	0.46	5.87631199859349e-23	"1"	"CCDC175"
"OPCML"	1.91888149409336e-27	-45.2571607744837	0.83	0.71	7.02329815653112e-23	"1"	"OPCML"
"ABCA5"	2.48803736265061e-27	5.08063237244695	0.715	0.548	9.1064655510375e-23	"1"	"ABCA5"
"MTHFD1L"	3.23016174326916e-27	3.66110308507937	0.686	0.508	1.18227149965394e-22	"1"	"MTHFD1L"
"PLD5.1"	3.24483753050406e-27	-0.341947384804712	0.713	0.554	1.18764298453979e-22	"1"	"PLD5"
"ADAMTS16"	4.62034369644438e-27	2.29056142542385	0.478	0.283	1.69109199633561e-22	"1"	"ADAMTS16"
"PCLO"	4.73901260863108e-27	-31.0909542489709	0.798	0.682	1.73452600488506e-22	"1"	"PCLO"
"GALNT13.1"	5.44056948318827e-27	-12.3381715998538	0.743	0.604	1.99130283654174e-22	"1"	"GALNT13"
"SNAP25.1"	8.0206221654044e-27	-20.9930250176624	0.747	0.639	2.93562791875967e-22	"1"	"SNAP25"
"ZNF521.1"	9.90026937121177e-27	2.0912178150661	0.716	0.583	3.62359759255722e-22	"1"	"ZNF521"
"PLCB4"	1.25093232256009e-26	10.8820078905023	0.759	0.635	4.57853739380218e-22	"1"	"PLCB4"
"TSPAN5"	1.70585538599195e-26	-4.54696997365471	0.763	0.62	6.24360129826913e-22	"1"	"TSPAN5"
"STXBP5.1"	1.96186739388579e-26	-3.19850637615393	0.757	0.625	7.18063084836138e-22	"1"	"STXBP5"
"ZFYVE28"	1.96369051223222e-26	-3.47254127273811	0.794	0.632	7.18730364382116e-22	"1"	"ZFYVE28"
"LRRC3B.1"	1.99993565622384e-26	2.02659544027489	0.465	0.276	7.31996449534486e-22	"1"	"LRRC3B"
"CADPS.1"	5.17935628478133e-26	-35.4207099510133	0.623	0.435	1.89569619379281e-21	"1"	"CADPS"
"MCTP1.1"	7.82302542747751e-26	-3.07645843064292	0.762	0.636	2.86330553671105e-21	"1"	"MCTP1"
"OLFM3.1"	9.12684693233639e-26	7.78277163914627	0.526	0.342	3.34051724570444e-21	"1"	"OLFM3"
"NHSL2"	9.338100699636e-26	3.34747719885085	0.569	0.383	3.41783823707378e-21	"1"	"NHSL2"
"MTCL1"	1.02642539354718e-25	-6.86727458099876	0.811	0.681	3.75681958292203e-21	"1"	"MTCL1"
"CLVS2.1"	1.44242092215744e-25	5.01441175854684	0.548	0.362	5.27940481718843e-21	"1"	"CLVS2"
"TMEM63C"	1.86548026497467e-25	10.5435002575401	0.784	0.617	6.82784431783378e-21	"1"	"TMEM63C"
"ARPP21.1"	1.96361213521163e-25	4.94679365157113	0.769	0.64	7.18701677608808e-21	"1"	"ARPP21"
"NOVA1.1"	2.07936931608278e-25	-7.79123453530201	0.635	0.485	7.61069963379457e-21	"1"	"NOVA1"
"DIP2B.1"	2.71156412195336e-25	7.76607952606886	0.817	0.717	9.92459584276148e-21	"1"	"DIP2B"
"UNC79.1"	2.73915747493056e-25	-1.84768924340486	0.696	0.537	1.00255902739933e-20	"1"	"UNC79"
"BICD1.1"	3.11961109584766e-25	-82.9987267380027	0.779	0.643	1.1418088571912e-20	"1"	"BICD1"
"KCNH1.1"	3.19251382132354e-25	6.58274164235898	0.665	0.494	1.16849198374263e-20	"1"	"KCNH1"
"FOXN3.1"	3.51175786764269e-25	-14.8665727805894	0.823	0.697	1.2853384971359e-20	"1"	"FOXN3"
"MT-CO1.1"	4.11108815617024e-25	-16.6707654651249	0.142	0.334	1.50469937603987e-20	"1"	"MT-CO1"
"DPP6.1"	4.29175058312986e-25	29.4986657532601	0.899	0.796	1.57082363093136e-20	"1"	"DPP6"
"LINC00599.1"	5.83814609722965e-25	-1.38573958099542	0.709	0.518	2.13681985304702e-20	"1"	"LINC00599"
"DOCK3"	6.33271260075637e-25	2.15858984910956	0.822	0.698	2.31783613900284e-20	"1"	"DOCK3"
"SPOCK1"	6.66267260212628e-25	-19.5263103485089	0.83	0.715	2.43860479910424e-20	"1"	"SPOCK1"
"RABGAP1L.1"	7.34815323607287e-25	-12.314014917402	0.832	0.741	2.68949756593503e-20	"1"	"RABGAP1L"
"SYN2"	8.55196119099906e-25	-6.11311022341354	0.684	0.505	3.13010331551756e-20	"1"	"SYN2"
"RTN1.1"	9.1003622828982e-25	-20.5334899004175	0.649	0.488	3.33082359916357e-20	"1"	"RTN1"
"CFAP299"	1.41085210986432e-24	-13.7781902411888	0.507	0.338	5.16385980731438e-20	"1"	"CFAP299"
"NEBL"	1.665066955771e-24	-7.43258729746057	0.722	0.581	6.09431156481744e-20	"1"	"NEBL"
"SRRM4.1"	1.96436834619144e-24	1.12292088893738	0.744	0.599	7.18978458389527e-20	"1"	"SRRM4"
"USP3.1"	2.44042435354585e-24	-1.3724019468395	0.662	0.511	8.93219717641315e-20	"1"	"USP3"
"CNOT2.1"	2.75286037527876e-24	2.12549855332836	0.577	0.399	1.00757442595578e-19	"1"	"CNOT2"
"CDH10.1"	2.7758530524648e-24	-25.0624588453105	0.52	0.353	1.01598997573264e-19	"1"	"CDH10"
"CCNH.1"	3.11742205048099e-24	-10.0804561746529	0.621	0.484	1.14100764469655e-19	"1"	"CCNH"
"GRID2.1"	3.32767759698121e-24	-805.821341664222	0.817	0.757	1.21796327727109e-19	"1"	"GRID2"
"UNC80.1"	3.44828534043256e-24	-6.83412194326525	0.747	0.607	1.26210691745172e-19	"1"	"UNC80"
"FUT8.1"	3.89610125513412e-24	-5.10725786763365	0.718	0.565	1.42601202039164e-19	"1"	"FUT8"
"LIMA1"	4.20922961725933e-24	-2.79631745916565	0.791	0.637	1.54062013221309e-19	"1"	"LIMA1"
"CDK14.1"	4.63960554239908e-24	-2.2513866323917	0.585	0.415	1.69814202457349e-19	"1"	"CDK14"
"SLC35F4"	5.08698670625031e-24	-1.9969793564245	0.651	0.489	1.86188800435468e-19	"1"	"SLC35F4"
"SYT9.1"	5.93846382600186e-24	2.22229085762116	0.482	0.302	2.17353714495494e-19	"1"	"SYT9"
"PDE3B"	7.10358631979645e-24	-2.42298341393625	0.697	0.539	2.5999836289087e-19	"1"	"PDE3B"
"GPR158.1"	8.77868757618468e-24	-51.2883633671215	0.624	0.477	3.21308743975936e-19	"1"	"GPR158"
"WAC.1"	9.61545443054896e-24	-27.9208424674212	0.702	0.553	3.51935247612522e-19	"1"	"WAC"
"ADAM10.1"	1.29225850957117e-23	8.69239908302647	0.661	0.502	4.72979537088145e-19	"1"	"ADAM10"
"PTPRD.1"	1.73361319854219e-23	-80.1184900401813	0.768	0.661	6.34519766798429e-19	"1"	"PTPRD"
"MSRA.1"	2.03109559310048e-23	-0.616488170268461	0.839	0.762	7.43401298030707e-19	"1"	"MSRA"
"TMEM266.1"	2.30234589431977e-23	1.48212255668292	0.697	0.516	8.42681620779979e-19	"1"	"TMEM266"
"NTM.1"	2.38309981695332e-23	-20.9411725176668	0.854	0.753	8.72238364003085e-19	"1"	"NTM"
"XKR6.1"	2.58865907488201e-23	-0.631115570632208	0.731	0.596	9.47475107997565e-19	"1"	"XKR6"
"PTPN4.1"	2.94521020819294e-23	-7.39867692035306	0.724	0.603	1.0779763883007e-18	"1"	"PTPN4"
"PTPRR.1"	3.02175700302625e-23	8.05063445393277	0.594	0.426	1.10599328067764e-18	"1"	"PTPRR"
"NLGN1.1"	3.25479166461991e-23	-75.8180447671943	0.851	0.765	1.19128629716753e-18	"1"	"NLGN1"
"OXR1.1"	4.54473035503783e-23	1.93864149054713	0.709	0.563	1.66341675724739e-18	"1"	"OXR1"
"NELL2.1"	5.15863155533260e-23	-36.5420679873292	0.48	0.298	1.88811073556728e-18	"1"	"NELL2"
"FRY.1"	5.80644483331584e-23	-3.77318234376523	0.7	0.559	2.12521687344193e-18	"1"	"FRY"
"GPHN.1"	8.14740467907467e-23	-9.22857126806802	0.798	0.693	2.98203158658812e-18	"1"	"GPHN"
"GRIN2A.1"	8.85525047661379e-23	-11.8097285790594	0.662	0.498	3.24111022694541e-18	"1"	"GRIN2A"
"TRIM9.1"	8.93077365709286e-23	-19.4365562902976	0.766	0.653	3.26875246623256e-18	"1"	"TRIM9"
"DTNA.1"	1.02814853829698e-22	-147.914202921529	0.699	0.558	3.76312646502076e-18	"1"	"DTNA"
"PAN3.1"	1.04557725044684e-22	2.64981375958243	0.709	0.593	3.82691729436046e-18	"1"	"PAN3"
"SRGAP2C.1"	1.06436710868495e-22	1.48696715818207	0.499	0.328	3.89569005449777e-18	"1"	"SRGAP2C"
"SH3GL2.1"	1.10603718302732e-22	-7.22494849738793	0.737	0.606	4.0482066935983e-18	"1"	"SH3GL2"
"DGCR9"	1.31420151690613e-22	-7.64661924517011	0.788	0.608	4.81010897202812e-18	"1"	"DGCR9"
"DNM3.1"	1.44841360909891e-22	-10.8891764012491	0.782	0.677	5.30133865066291e-18	"1"	"DNM3"
"ALS2"	1.83375661839503e-22	7.11180541910472	0.686	0.52	6.71173259898766e-18	"1"	"ALS2"
"RPS6KA5.1"	2.5648894217147e-22	-4.92004683238322	0.709	0.593	9.38775177241799e-18	"1"	"RPS6KA5"
"KCNK1.1"	2.6588300933324e-22	-4.3058369850431	0.613	0.451	9.73158402460593e-18	"1"	"KCNK1"
"SNCA.1"	3.0926883162952e-22	-5.34782938976763	0.444	0.272	1.1319548506472e-17	"1"	"SNCA"
"LINC01619.1"	3.29625673764254e-22	-10.8932243832096	0.645	0.482	1.20646292854455e-17	"1"	"LINC01619"
"GPATCH8.1"	3.61632046877738e-22	2.08673908945103	0.773	0.67	1.32360945477721e-17	"1"	"GPATCH8"
"MACROD2.1"	4.84578440670013e-22	-19.1012062320584	0.727	0.619	1.77360555069631e-17	"1"	"MACROD2"
"CELF4"	7.19348546220841e-22	4.73157791601413	0.671	0.496	2.6328876140229e-17	"1"	"CELF4"
"MAGI1.1"	8.16017681202964e-22	4.9229870882396	0.789	0.681	2.98670631497097e-17	"1"	"MAGI1"
"CACNA1C.1"	9.00238536348161e-22	-13.7666092617049	0.692	0.54	3.2949630668879e-17	"1"	"CACNA1C"
"PTEN.1"	1.12204835411021e-21	0.470378860630154	0.607	0.469	4.10680918087877e-17	"1"	"PTEN"
"DAB1.1"	1.21109139818563e-21	-5.18111634751912	0.689	0.522	4.43271562649922e-17	"1"	"DAB1"
"KCNIP4-IT1.1"	1.53960491315299e-21	-2.1279132640615	0.358	0.194	5.63510794263127e-17	"1"	"KCNIP4-IT1"
"TMTC2.1"	1.59078054515202e-21	-26.6947759272662	0.621	0.465	5.82241587331092e-17	"1"	"TMTC2"
"CAMKK2"	1.62738916143486e-21	-4.76070858769999	0.751	0.585	5.95640706976771e-17	"1"	"CAMKK2"
"LDLRAD3.1"	1.8181581569381e-21	5.0173282732976	0.667	0.512	6.65464067020913e-17	"1"	"LDLRAD3"
"EPHB1"	1.96123289818383e-21	-5.25816280818042	0.692	0.569	7.17830853064263e-17	"1"	"EPHB1"
"BRINP1.1"	2.72171491831898e-21	2.25010376405674	0.56	0.394	9.9617487725393e-17	"1"	"BRINP1"
"SVEP1"	3.50657366122804e-21	19.2160304520276	0.513	0.349	1.28344102574607e-16	"1"	"SVEP1"
"EML5"	3.79680959342248e-21	-54.7297098370833	0.591	0.419	1.38967027928856e-16	"1"	"EML5"
"MICAL2"	3.85377297966811e-21	4.76648327089052	0.696	0.541	1.41051944828832e-16	"1"	"MICAL2"
"SYT14.1"	3.87663784390414e-21	-9.76462106595065	0.617	0.447	1.41888821724735e-16	"1"	"SYT14"
"CATSPER2"	3.90015556033997e-21	-5.97649705251026	0.621	0.462	1.42749593664003e-16	"1"	"CATSPER2"
"TBC1D9.1"	4.26285786806498e-21	-12.8375337752014	0.509	0.339	1.56024860829046e-16	"1"	"TBC1D9"
"KCTD8.1"	5.11252967159843e-21	4.97290822296235	0.604	0.466	1.87123698510174e-16	"1"	"KCTD8"
"KDM4C.1"	5.44916271921871e-21	4.96308629699965	0.711	0.586	1.99444804686124e-16	"1"	"KDM4C"
"DPF3.1"	5.7416433598256e-21	-19.37440351212	0.696	0.547	2.10149888612977e-16	"1"	"DPF3"
"AC016821.1"	6.51265726629495e-21	3.77109301574873	0.525	0.347	2.38369768603661e-16	"1"	"AC016821.1"
"DGKG.1"	7.59647029122730e-21	-28.2110119349301	0.754	0.589	2.7803840912921e-16	"1"	"DGKG"
"PDE10A.1"	1.06773179234649e-20	-6.93046368305007	0.674	0.562	3.90800513316738e-16	"1"	"PDE10A"
"MED13L.1"	1.12138216056869e-20	-7.91688869413912	0.743	0.668	4.10437084589747e-16	"1"	"MED13L"
"NAV3"	1.26959239058201e-20	-226.796967564891	0.693	0.569	4.64683510876923e-16	"1"	"NAV3"
"MYO5C"	1.39057703745648e-20	5.88468720631069	0.671	0.488	5.08965101479447e-16	"1"	"MYO5C"
"CLASP2.1"	1.49051775074022e-20	-2.89899939510212	0.827	0.772	5.45544401948429e-16	"1"	"CLASP2"
"GABBR2"	2.0051112112848e-20	-10.3867549004281	0.659	0.496	7.33890754442348e-16	"1"	"GABBR2"
"MICAL3"	2.73614078563884e-20	1.33753626677119	0.789	0.653	1.00145488895167e-15	"1"	"MICAL3"
"MT-ND5.1"	2.79418296234401e-20	-1.42486436106292	0.054	0.2	1.02269890604753e-15	"1"	"MT-ND5"
"TTC7B"	3.01902842135528e-20	2.51675633244981	0.718	0.585	1.10499459250024e-15	"1"	"TTC7B"
"FAM153CP"	3.2341964699629e-20	-0.990527253941892	0.675	0.494	1.18374824997112e-15	"1"	"FAM153CP"
"SRRM3"	3.35322748114445e-20	-18.8907532893384	0.776	0.633	1.22731479037368e-15	"1"	"SRRM3"
"EPB41L3.1"	3.47645583945724e-20	-1.13940065419728	0.553	0.393	1.27241760179974e-15	"1"	"EPB41L3"
"AC092957.1.1"	3.51069913752153e-20	-197.003790880312	0.754	0.625	1.28495099132426e-15	"1"	"AC092957.1"
"EPB41L5"	3.51393400172883e-20	-23.7891010734858	0.577	0.42	1.28613498397277e-15	"1"	"EPB41L5"
"RAB3IP.1"	3.59569341737114e-20	-3.60915769309893	0.591	0.422	1.31605974769201e-15	"1"	"RAB3IP"
"LINC01798.1"	4.33392714359942e-20	0.377214566043222	0.466	0.3	1.58626067382883e-15	"1"	"LINC01798"
"SHANK3.1"	4.44318513218762e-20	2.69625433051652	0.662	0.507	1.62625019023199e-15	"1"	"SHANK3"
"MT-ATP8.1"	4.50081784987295e-20	-0.67964377516755	0.015	0.139	1.647344341232e-15	"1"	"MT-ATP8"
"AC025159.1"	4.50791784208159e-20	29.35190067062	0.67	0.535	1.64994300938028e-15	"1"	"AC025159.1"
"DGKI.1"	9.84154435687664e-20	-3.82679390285448	0.541	0.381	3.60210365006042e-15	"1"	"DGKI"
"ABI2.1"	1.28302050774641e-19	-16.431911863502	0.487	0.317	4.69598336040265e-15	"1"	"ABI2"
"STK10"	1.30698185536319e-19	2.26273298909106	0.607	0.435	4.7836842888148e-15	"1"	"STK10"
"LRRTM3.1"	1.43470583713574e-19	-3.50650420462277	0.357	0.205	5.2511668345005e-15	"1"	"LRRTM3"
"ARHGAP44"	1.54271154885057e-19	0.907014337156673	0.62	0.453	5.64647853994797e-15	"1"	"ARHGAP44"
"SRGAP3"	1.56815123392267e-19	-1.62487251040164	0.757	0.623	5.73959033128036e-15	"1"	"SRGAP3"
"SNAP91.1"	1.63684232351073e-19	-2.06454623074944	0.69	0.551	5.99100658828162e-15	"1"	"SNAP91"
"PRAG1"	2.00368138448889e-19	3.17509456404103	0.507	0.335	7.33367423536779e-15	"1"	"PRAG1"
"GRAMD1B"	2.008603932033e-19	10.5771184780595	0.721	0.585	7.35169125163398e-15	"1"	"GRAMD1B"
"STAU2.1"	2.06366128539236e-19	-1.46311242483212	0.576	0.41	7.55320667066459e-15	"1"	"STAU2"
"SLC36A1"	2.51720983213151e-19	4.57886289270595	0.436	0.271	9.21323970658454e-15	"1"	"SLC36A1"
"CDH7.1"	3.19040845442982e-19	3.18328399082348	0.364	0.211	1.16772139840586e-14	"1"	"CDH7"
"JAKMIP2"	3.3958376961363e-19	-2.02045815025819	0.713	0.605	1.24291055516285e-14	"1"	"JAKMIP2"
"STARD4-AS1"	4.15214756085861e-19	-10.8122607147113	0.519	0.372	1.51972752874986e-14	"1"	"STARD4-AS1"
"NRG2.1"	4.24275121769853e-19	1.07958930418237	0.601	0.422	1.55288937318984e-14	"1"	"NRG2"
"POLB.1"	4.24604042952982e-19	1.08408489716471	0.572	0.398	1.55409325761221e-14	"1"	"POLB"
"SV2B.1"	4.39356955564364e-19	-4.13121959211875	0.646	0.504	1.60809039306113e-14	"1"	"SV2B"
"USP9Y.1"	5.40158552025428e-19	-19.4878104558624	0.627	0.473	1.97703431626827e-14	"1"	"USP9Y"
"NFIA.1"	6.5992696296994e-19	-136.411252216894	0.811	0.738	2.41539867716628e-14	"1"	"NFIA"
"TNRC6A.1"	7.19853572742391e-19	-22.8537907496434	0.844	0.748	2.63473606159443e-14	"1"	"TNRC6A"
"SLC25A27.1"	8.47053680304724e-19	1.42055032011198	0.471	0.315	3.10030117528332e-14	"1"	"SLC25A27"
"ABHD2.1"	8.56129945452839e-19	-0.855717534987644	0.57	0.412	3.13352121335194e-14	"1"	"ABHD2"
"WSCD2.1"	9.8761231238107e-19	1.75966936460939	0.545	0.378	3.61475982454595e-14	"1"	"WSCD2"
"MAP3K5.1"	1.08558764249672e-18	-15.0121093227416	0.561	0.406	3.97335933030223e-14	"1"	"MAP3K5"
"RBFOX3"	1.17483638910092e-18	26.6132128037609	0.934	0.799	4.30001866774829e-14	"1"	"RBFOX3"
"NTRK2.1"	1.19582078269347e-18	-15.1254005952844	0.621	0.472	4.37682364673638e-14	"1"	"NTRK2"
"LSAMP.1"	1.22356780340419e-18	-176.803035965353	0.795	0.701	4.47838051723967e-14	"1"	"LSAMP"
"MINDY2"	1.39905612501018e-18	-16.5511026257302	0.585	0.427	5.12068532314977e-14	"1"	"MINDY2"
"REV3L.1"	1.43834814900861e-18	3.63404749033976	0.687	0.577	5.26449806018643e-14	"1"	"REV3L"
"PAK5.1"	1.98315239280382e-18	2.14145988712096	0.572	0.424	7.25853607290128e-14	"1"	"PAK5"
"RNF144A.1"	2.01247783983984e-18	-1.74209596380692	0.671	0.551	7.36587014159779e-14	"1"	"RNF144A"
"CTNND2.1"	2.05539896254205e-18	-62.7386368078207	0.76	0.663	7.52296574280015e-14	"1"	"CTNND2"
"GRIA4.1"	2.15811896141012e-18	-88.7693102989224	0.766	0.66	7.89893121065717e-14	"1"	"GRIA4"
"ADAMTS18"	2.36323935146106e-18	-7.95645078794668	0.548	0.399	8.64969235028264e-14	"1"	"ADAMTS18"
"ASTN2.1"	2.53009600616727e-18	-9.85970780160436	0.722	0.605	9.26040439217284e-14	"1"	"ASTN2"
"CACNB4.1"	2.57635739473032e-18	-5.15209597648066	0.667	0.534	9.42972570045245e-14	"1"	"CACNB4"
"MEG3.1"	2.62053729493588e-18	-24.4071937478432	0.7	0.547	9.59142855319482e-14	"1"	"MEG3"
"TLL1.1"	2.74105261565534e-18	10.1676658761296	0.573	0.435	1.00325266785601e-13	"1"	"TLL1"
"ELMO2"	2.98360180962054e-18	-7.15451805080632	0.528	0.375	1.09202809833921e-13	"1"	"ELMO2"
"TCF4.1"	3.0284782107551e-18	-20.5653592691163	0.73	0.622	1.10845330991848e-13	"1"	"TCF4"
"PHTF1"	3.03323143057788e-18	-1.34302686848314	0.594	0.434	1.11019303590581e-13	"1"	"PHTF1"
"C2CD5.1"	3.1832577887879e-18	-15.0198582698745	0.601	0.463	1.16510418327426e-13	"1"	"C2CD5"
"STK39.1"	3.51958686385432e-18	-9.88369479405099	0.56	0.399	1.28820398803932e-13	"1"	"STK39"
"RNF103.1"	3.68118672708125e-18	0.722731700662067	0.355	0.21	1.34735115397901e-13	"1"	"RNF103"
"ARID1B.1"	4.82984121592143e-18	0.608286796309748	0.735	0.638	1.7677701834394e-13	"1"	"ARID1B"
"KSR2"	5.9403653361572e-18	-1.43693706745315	0.725	0.571	2.1742331166869e-13	"1"	"KSR2"
"RTN3.1"	6.8162235039604e-18	5.11911760565527	0.681	0.532	2.49480596468455e-13	"1"	"RTN3"
"CDON.1"	6.88982603875797e-18	2.25983738270414	0.576	0.432	2.5217452284458e-13	"1"	"CDON"
"UBTD2.1"	7.39598713648273e-18	5.36334695251227	0.542	0.383	2.70700525182404e-13	"1"	"UBTD2"
"MEG8"	7.39706476224221e-18	-9.26031326911449	0.577	0.443	2.70739967362827e-13	"1"	"MEG8"
"GRID1.1"	7.70867117432935e-18	-31.7724826569541	0.003	0.105	2.82145073651629e-13	"1"	"GRID1"
"POU2F1.1"	7.8595260888834e-18	-12.0220794106622	0.677	0.554	2.87666514379222e-13	"1"	"POU2F1"
"NBEA.1"	1.00425975493976e-17	-38.6722260670287	0.73	0.642	3.67569112905503e-13	"1"	"NBEA"
"MAP4K3.1"	1.0602304034717e-17	-10.6337447553214	0.604	0.459	3.88054929974676e-13	"1"	"MAP4K3"
"AC104964.1"	1.14975369999551e-17	1.62882659245779	0.449	0.287	4.20821351735356e-13	"1"	"AC104964.1"
"BMPER"	1.17107562591711e-17	-3.94742664785899	0.458	0.318	4.28625389841923e-13	"1"	"BMPER"
"TTC17.1"	1.18850955033837e-17	-0.792770253167095	0.607	0.466	4.35006380519345e-13	"1"	"TTC17"
"GLS.1"	1.28144887453523e-17	0.611373985118094	0.56	0.419	4.6902310256864e-13	"1"	"GLS"
"TMEM163.1"	1.43539167511043e-17	4.9423725101178	0.553	0.402	5.25367707007167e-13	"1"	"TMEM163"
"CELF1.1"	1.72604671067535e-17	5.80444006569153	0.734	0.604	6.31750356574287e-13	"1"	"CELF1"
"CUX1.1"	1.72941310117839e-17	2.08178670655536	0.861	0.763	6.32982489162302e-13	"1"	"CUX1"
"CPEB3.1"	1.7439946377253e-17	2.45231454177698	0.615	0.462	6.38319477353837e-13	"1"	"CPEB3"
"EHBP1.1"	1.81699030565582e-17	-28.2341554628906	0.667	0.543	6.65036621773085e-13	"1"	"EHBP1"
"MICU3.1"	1.83114518809038e-17	7.38747791820519	0.488	0.347	6.7021745029296e-13	"1"	"MICU3"
"MMP24"	2.07274335511736e-17	0.546336356918338	0.646	0.497	7.58644795406504e-13	"1"	"MMP24"
"LDLRAD4"	2.12245211742207e-17	-23.8862561087108	0.73	0.624	7.76838699497653e-13	"1"	"LDLRAD4"
"MDGA1"	2.47120553455389e-17	0.806295096634756	0.652	0.508	9.04485937702069e-13	"1"	"MDGA1"
"FGF12.1"	2.70888641439986e-17	-6.57479373005172	0.639	0.497	9.91479516534494e-13	"1"	"FGF12"
"KIF1B.1"	2.83610905130698e-17	-7.04174238425988	0.845	0.76	1.03804427386887e-12	"1"	"KIF1B"
"AFF3.1"	3.10793215054078e-17	-23.8866244606507	0.769	0.647	1.13753424641943e-12	"1"	"AFF3"
"PLCL2.1"	3.37082943612993e-17	3.08706862592275	0.586	0.454	1.23375728191792e-12	"1"	"PLCL2"
"RBFOX2.1"	3.58941555258806e-17	2.73222424501152	0.693	0.557	1.31376198640276e-12	"1"	"RBFOX2"
"NMNAT2.1"	3.99674410601541e-17	-7.78955137664421	0.667	0.537	1.4628483102427e-12	"1"	"NMNAT2"
"EBF1.1"	4.043947068815e-17	-37.828050081966	0.62	0.495	1.48012506665698e-12	"1"	"EBF1"
"SRGAP2.1"	4.3585628944967e-17	-9.49243686474669	0.703	0.596	1.59527760501474e-12	"1"	"SRGAP2"
"PTPRG.1"	4.54414159621785e-17	4.97271656640982	0.618	0.481	1.6632012656317e-12	"1"	"PTPRG"
"FGGY"	4.92737022045189e-17	6.15298176256729	0.52	0.377	1.8034667743876e-12	"1"	"FGGY"
"JAK1.1"	4.93138305866595e-17	4.86708900233883	0.658	0.527	1.80493551330232e-12	"1"	"JAK1"
"AL627171.2.1"	4.96062018799756e-17	-7.80877419046214	0.051	0.177	1.81563659500899e-12	"1"	"AL627171.2"
"ZDHHC21.1"	5.11302158851341e-17	-1.4174142510554	0.504	0.366	1.87141703161179e-12	"1"	"ZDHHC21"
"GARNL3.1"	5.26890975873886e-17	3.34205818122992	0.659	0.512	1.92847366079601e-12	"1"	"GARNL3"
"CD47.1"	5.9086074926254e-17	2.78986971518767	0.421	0.275	2.16260942837583e-12	"1"	"CD47"
"ATP9A"	5.92537464296545e-17	1.11352279070432	0.656	0.505	2.16874637307178e-12	"1"	"ATP9A"
"RORA.1"	5.93419938945344e-17	-365.799640363957	0.851	0.774	2.17197631853386e-12	"1"	"RORA"
"CACNB2.1"	6.01209046971385e-17	-12.7826607698858	0.633	0.489	2.20048523281996e-12	"1"	"CACNB2"
"GALNT7.1"	6.46126732909485e-17	2.59989714577239	0.531	0.396	2.36488845512201e-12	"1"	"GALNT7"
"TRHDE.1"	7.62011668261975e-17	12.9867536858614	0.468	0.335	2.78903890700566e-12	"1"	"TRHDE"
"CPSF6.1"	7.91029269768974e-17	-3.78823032768275	0.494	0.344	2.89524623028142e-12	"1"	"CPSF6"
"MYT1L.1"	1.06828296560077e-16	-41.1605923225152	0.74	0.623	3.91002248239537e-12	"1"	"MYT1L"
"FGF5"	1.0771134301439e-16	1.98104323089291	0.322	0.19	3.94234286566969e-12	"1"	"FGF5"
"DGKD.1"	1.33628529777088e-16	-0.431768386184089	0.604	0.437	4.89093781837118e-12	"1"	"DGKD"
"MTRNR2L12.1"	1.34014047050664e-16	-5.72389493481542	0.061	0.189	4.90504813610135e-12	"1"	"MTRNR2L12"
"SPTB"	1.5405388025527e-16	1.42972494844807	0.458	0.297	5.63852607122312e-12	"1"	"SPTB"
"SETD5.1"	1.60307889425104e-16	-3.13230324142275	0.618	0.495	5.86742906084824e-12	"1"	"SETD5"
"TMEM151B"	1.67284335632368e-16	0.756841790982114	0.395	0.244	6.1227739684803e-12	"1"	"TMEM151B"
"CEP85L.1"	1.95643558183733e-16	-10.1065209534325	0.488	0.341	7.1607498730828e-12	"1"	"CEP85L"
"KLHL3"	2.09718686767785e-16	-0.604413458186291	0.577	0.44	7.67591365438771e-12	"1"	"KLHL3"
"GPR137C.1"	2.41654093770227e-16	-8.4317988945174	0.598	0.465	8.84478148608406e-12	"1"	"GPR137C"
"CPE.1"	2.46008296148989e-16	0.444687914862651	0.589	0.453	9.00414964734916e-12	"1"	"CPE"
"PRUNE2.1"	2.50403825769321e-16	-8.51676941303064	0.592	0.463	9.16503042698292e-12	"1"	"PRUNE2"
"FMN2.1"	2.61593241555093e-16	-34.9583152026041	0.523	0.377	9.57457423415795e-12	"1"	"FMN2"
"EPHA7.1"	2.67549520355682e-16	3.54340471928346	0.294	0.167	9.79257999453831e-12	"1"	"EPHA7"
"MICU1.1"	2.75844185738592e-16	1.29407113393318	0.64	0.529	1.00961730422182e-11	"1"	"MICU1"
"FTX.1"	3.10304457230443e-16	-93.1170899228705	0.838	0.784	1.13574534390915e-11	"1"	"FTX"
"STAG1.1"	3.31776569872728e-16	-17.8732202779681	0.749	0.642	1.21433542339117e-11	"1"	"STAG1"
