"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"GORASP2.2"	1.98122710213804e-07	0.379118220426023	0.173	0.091	0.00725148931653543	"3"	"GORASP2"
"LINC00884.1"	2.00196372587121e-07	0.458132508726265	0.182	0.099	0.0073273874330612	"3"	"LINC00884"
"SLC4A1AP.1"	2.00832874771254e-07	0.500567881550862	0.206	0.117	0.00735068404950267	"3"	"SLC4A1AP"
"MSH3.1"	2.01441969116901e-07	-0.837594218259042	0.382	0.266	0.00737297751164769	"3"	"MSH3"
"TPGS2.1"	2.03700483637342e-07	0.646378914260169	0.149	0.075	0.00745564140161036	"3"	"TPGS2"
"CMC2.1"	2.0443211635332e-07	0.550079628680993	0.201	0.115	0.00748241989064787	"3"	"CMC2"
"MFSD4B.1"	2.04601943660458e-07	-1.65255251105103	0.291	0.186	0.00748863573991643	"3"	"MFSD4B"
"SYT12.1"	2.08277319315184e-07	1.43973137729462	0.363	0.245	0.00762315816425505	"3"	"SYT12"
"WDR19.2"	2.08776729829233e-07	0.98004702466408	0.339	0.233	0.00764143708847977	"3"	"WDR19"
"HDAC9.2"	2.09295369284567e-07	-23.1329449482898	0.341	0.239	0.00766041981118444	"3"	"HDAC9"
"FANCC.1"	2.1475731285706e-07	-0.327217190874411	0.355	0.246	0.00786033240788125	"3"	"FANCC"
"TNXB"	2.1477783148944e-07	0.394290092531729	0.268	0.167	0.00786108341034501	"3"	"TNXB"
"AC109927.1"	2.16096215836659e-07	3.82183556125456	0.23	0.141	0.00790933759583757	"3"	"AC109927.1"
"HNRNPH1.2"	2.17448682309466e-07	-1.7929795844338	0.557	0.426	0.00795883922120876	"3"	"HNRNPH1"
"INIP"	2.22532877438001e-07	0.392755223639141	0.135	0.065	0.00814492584710828	"3"	"INIP"
"AVL9.1"	2.25217651749606e-07	1.54063886640806	0.403	0.284	0.00824319127168732	"3"	"AVL9"
"EXOSC3.1"	2.27181868865197e-07	0.324750201735329	0.22	0.128	0.00831508358233507	"3"	"EXOSC3"
"PIGZ.1"	2.29042935008651e-07	0.291049164698885	0.206	0.116	0.00838320046425164	"3"	"PIGZ"
"AKAP10.3"	2.31830451376034e-07	-5.32908688028076	0.415	0.293	0.00848522635081421	"3"	"AKAP10"
"SNRPD1.1"	2.32638327638384e-07	0.262490057121544	0.178	0.094	0.0085147954298925	"3"	"SNRPD1"
"SNRNP40.1"	2.32711031765383e-07	0.381374905150864	0.277	0.173	0.00851745647364478	"3"	"SNRNP40"
"ZNF793.1"	2.36829082189628e-07	0.692841886752336	0.244	0.149	0.00866818123722258	"3"	"ZNF793"
"CASP9"	2.36905389277638e-07	0.549004427313703	0.149	0.074	0.00867097415295084	"3"	"CASP9"
"MRPL33.1"	2.37051275624274e-07	0.797075836056879	0.294	0.19	0.00867631373912406	"3"	"MRPL33"
"TFDP2.1"	2.38321807178693e-07	-38.4437421681519	0.581	0.487	0.00872281646454736	"3"	"TFDP2"
"NBDY.1"	2.38538723350986e-07	-0.550067376857024	0.301	0.189	0.00873075581336944	"3"	"NBDY"
"CCDC186.2"	2.40524810015532e-07	0.935025192671081	0.308	0.202	0.00880344857137848	"3"	"CCDC186"
"HDHD2.1"	2.41603905591088e-07	0.528667941130007	0.318	0.208	0.0088429445485394	"3"	"HDHD2"
"DNAJC25"	2.42417582393875e-07	0.272742017769275	0.14	0.067	0.00887272593319821	"3"	"DNAJC25"
"TAF3.1"	2.42495287399539e-07	3.80288894516356	0.358	0.248	0.00887557001411052	"3"	"TAF3"
"NEPRO.2"	2.42611470423154e-07	0.435782273308958	0.206	0.117	0.00887982242895785	"3"	"NEPRO"
"XPO7.1"	2.43527524561045e-07	-2.89302910537389	0.365	0.249	0.00891335092645881	"3"	"XPO7"
"ATM.2"	2.46085900135957e-07	-5.67545113667301	0.583	0.478	0.00900699003087615	"3"	"ATM"
"TSC1.1"	2.47258134764104e-07	0.777010915719374	0.436	0.31	0.00904989499050096	"3"	"TSC1"
"GFM2.1"	2.47716806330359e-07	0.589325518325744	0.187	0.104	0.00906668282849745	"3"	"GFM2"
"NOL10.1"	2.48565546676776e-07	-0.759182666868604	0.367	0.259	0.00909774757391668	"3"	"NOL10"
"GLMN.1"	2.50261438966756e-07	0.409107600336175	0.346	0.23	0.00915981892762224	"3"	"GLMN"
"IFNAR1.1"	2.52182216491831e-07	0.250586630427428	0.239	0.142	0.0092301213058175	"3"	"IFNAR1"
"SLC25A32.2"	2.52347077462546e-07	-0.553932900704696	0.171	0.09	0.00923615538220666	"3"	"SLC25A32"
"SCNN1G"	2.5247252913674e-07	0.575454026305729	0.142	0.069	0.00924074703893381	"3"	"SCNN1G"
"UBXN2B.2"	2.53861559692287e-07	0.358528184737671	0.249	0.149	0.00929158694629739	"3"	"UBXN2B"
"ATP6V1D.1"	2.53937606074901e-07	0.982894041620971	0.237	0.142	0.00929437031994743	"3"	"ATP6V1D"
"RNF216.2"	2.54384051033728e-07	0.714231244628461	0.531	0.413	0.00931071065188549	"3"	"RNF216"
"CYB5R3"	2.57476656111362e-07	0.41290679033673	0.254	0.154	0.00942390309033195	"3"	"CYB5R3"
"RASA1.2"	2.57966896494028e-07	-1.36506316546239	0.469	0.357	0.00944184637857793	"3"	"RASA1"
"HACD2.1"	2.58302139474025e-07	1.20050439583036	0.287	0.185	0.0094541166068888	"3"	"HACD2"
"ZFP2"	2.58567352085749e-07	0.26120437882958	0.145	0.071	0.00946382365369049	"3"	"ZFP2"
"CA11.2"	2.60485988807757e-07	0.499424292883733	0.301	0.196	0.00953404767635273	"3"	"CA11"
"MRPS5.2"	2.6576834044987e-07	0.28762187882906	0.327	0.221	0.00972738702880569	"3"	"MRPS5"
"LANCL2.1"	2.67087927581014e-07	0.878770970186827	0.268	0.168	0.0097756852373927	"3"	"LANCL2"
"ACTR6.2"	2.67218089737367e-07	0.311492811657931	0.201	0.113	0.00978044930247737	"3"	"ACTR6"
"G3BP1.2"	2.68010643732305e-07	-5.81500823403544	0.318	0.213	0.0098094575712461	"3"	"G3BP1"
"EMC7"	2.72138324662655e-07	0.37104410857358	0.13	0.062	0.00996053482097784	"3"	"EMC7"
"CA5B.1"	2.72138791634379e-07	0.981672900604573	0.199	0.112	0.0099605519126099	"3"	"CA5B"
"TTC33.1"	2.72939886518851e-07	1.429506041931	0.209	0.121	0.00998987278647646	"3"	"TTC33"
"ZNF197.2"	2.73308086357295e-07	3.0807219431878	0.301	0.193	0.0100033492687634	"3"	"ZNF197"
"OTUD4.1"	2.73810182526296e-07	-4.6173583866741	0.318	0.207	0.0100217264906449	"3"	"OTUD4"
"RINT1.2"	2.75491149601329e-07	0.436321542502824	0.265	0.165	0.0100832515665582	"3"	"RINT1"
"PARN.2"	2.77531838689068e-07	0.503205865696223	0.334	0.223	0.0101579428278586	"3"	"PARN"
"THOC1.2"	2.79075946376147e-07	-0.736172813983293	0.353	0.242	0.0102144587133133	"3"	"THOC1"
"LTN1.2"	2.79322291937761e-07	0.469911416467724	0.37	0.263	0.010223475207214	"3"	"LTN1"
"SAFB2.2"	2.80491463076932e-07	0.638345322006572	0.365	0.249	0.0102662680400788	"3"	"SAFB2"
"WDR37.1"	2.8101618795427e-07	-1.64269847554291	0.372	0.259	0.0102854734953142	"3"	"WDR37"
"ADAMTSL1.2"	2.8461290919109e-07	-126.615251680909	0.187	0.104	0.0104171170893031	"3"	"ADAMTSL1"
"EPDR1"	2.8480194235424e-07	0.30602649963807	0.137	0.067	0.0104240358921076	"3"	"EPDR1"
"DHX30.2"	2.84856486389745e-07	0.251708113117719	0.344	0.233	0.0104260322583511	"3"	"DHX30"
"RAB30-DT.1"	2.8811852668157e-07	-1.17535310418662	0.306	0.196	0.0105454261950722	"3"	"RAB30-DT"
"ZNF528.1"	2.88999842680436e-07	0.343337722238196	0.218	0.126	0.0105776832419466	"3"	"ZNF528"
"TRAM1.2"	2.90834774196701e-07	-0.618953795161735	0.197	0.11	0.0106448435703734	"3"	"TRAM1"
"AC006115.2.1"	2.92680474235038e-07	10.4772022440966	0.199	0.113	0.0107123980374766	"3"	"AC006115.2"
"PPWD1.3"	2.9442463217414e-07	0.507316470424226	0.306	0.193	0.0107762359622057	"3"	"PPWD1"
"AGL.1"	2.97994238279437e-07	1.3097067998256	0.265	0.17	0.0109068871152657	"3"	"AGL"
"CNST"	3.0198386129848e-07	0.380646161076301	0.334	0.233	0.0110529113073857	"3"	"CNST"
"ACBD3.1"	3.02512079876419e-07	-4.55325241081907	0.287	0.184	0.0110722446355568	"3"	"ACBD3"
"CASD1.2"	3.05157414417351e-07	3.23382462113264	0.318	0.216	0.0111690665250895	"3"	"CASD1"
"ZNF432.1"	3.05175607469283e-07	0.806161862983109	0.199	0.112	0.0111697324089832	"3"	"ZNF432"
"INPP5A.1"	3.10701171055805e-07	-3.14503178820612	0.403	0.285	0.0113719735618135	"3"	"INPP5A"
"PHC2.1"	3.17896155884577e-07	0.661050390634384	0.363	0.249	0.0116353172015314	"3"	"PHC2"
"SDHAF2.1"	3.19141009918327e-07	0.254985637764108	0.194	0.108	0.0116808801040207	"3"	"SDHAF2"
"RAB30.1"	3.25655669138366e-07	0.45110142776849	0.225	0.133	0.0119193231461333	"3"	"RAB30"
"PRPF18.1"	3.28406836021352e-07	-1.98489395388026	0.251	0.154	0.0120200186052175	"3"	"PRPF18"
"CIR1.2"	3.30591912701938e-07	0.394439410821046	0.265	0.169	0.0120999945968036	"3"	"CIR1"
"TAF1B.1"	3.31940249141549e-07	0.621015908428839	0.277	0.177	0.0121493450588298	"3"	"TAF1B"
"GGA2.1"	3.33913962924152e-07	0.422842728687767	0.441	0.324	0.0122215849569869	"3"	"GGA2"
"TSG101.1"	3.34997808980173e-07	1.63898530335545	0.303	0.203	0.0122612548064833	"3"	"TSG101"
"SLX4"	3.35025242490782e-07	0.289252068726586	0.232	0.138	0.0122622589004051	"3"	"SLX4"
"ELOVL6.1"	3.38084920053103e-07	-1.51221453051508	0.187	0.104	0.0123742461588636	"3"	"ELOVL6"
"KCNK12.2"	3.41610822413731e-07	0.26230113317167	0.225	0.132	0.012503297711165	"3"	"KCNK12"
"SNX1.2"	3.42858703959296e-07	-0.309022598695558	0.403	0.284	0.0125489714236142	"3"	"SNX1"
"EFNB2"	3.46952140400027e-07	1.02523126659739	0.102	0.043	0.0126987952907814	"3"	"EFNB2"
"IFT122.1"	3.49630363599007e-07	0.318948513096912	0.31	0.205	0.0127968209380873	"3"	"IFT122"
"COG2"	3.5022236146535e-07	0.967014957476434	0.287	0.188	0.0128184886519933	"3"	"COG2"
"ODF2L.2"	3.51177053305504e-07	-0.717982688241357	0.398	0.286	0.0128534313280348	"3"	"ODF2L"
"ZNF814.1"	3.5254797600456e-07	0.521327135046159	0.325	0.217	0.0129036084697429	"3"	"ZNF814"
"MOSMO.1"	3.54337004146555e-07	-1.43300692767828	0.417	0.299	0.0129690886887681	"3"	"MOSMO"
"INTS6.2"	3.5986840891157e-07	-3.7287283052639	0.32	0.216	0.0131715436345724	"3"	"INTS6"
"G3BP2.2"	3.65585535431907e-07	0.295143155481076	0.291	0.187	0.0133807961823432	"3"	"G3BP2"
"BTAF1.2"	3.6971861503164e-07	-0.429262203227888	0.419	0.3	0.0135320710287731	"3"	"BTAF1"
"SP4.1"	3.69743204025249e-07	0.669674335677684	0.244	0.15	0.0135329710105281	"3"	"SP4"
"VPS54.2"	3.80146428563074e-07	2.06206340470392	0.464	0.362	0.0139137394318371	"3"	"VPS54"
"ZMYND8.3"	3.83074035884142e-07	-3.55111985414526	0.531	0.407	0.0140208927873955	"3"	"ZMYND8"
"EBAG9"	3.87686983789729e-07	0.440833527436108	0.149	0.074	0.0141897312936879	"3"	"EBAG9"
"HGSNAT.2"	3.88811726997842e-07	0.358720699484859	0.384	0.276	0.014230898019848	"3"	"HGSNAT"
"SEC24A.1"	3.89909610398261e-07	-0.591317088047124	0.254	0.154	0.0142710816501867	"3"	"SEC24A"
"KCNQ2"	3.92204694929543e-07	0.622769027270346	0.493	0.373	0.0143550840391162	"3"	"KCNQ2"
"DENND5A.1"	3.93595606111507e-07	-1.59776376397346	0.512	0.389	0.0144059927792873	"3"	"DENND5A"
"SPCS2"	4.01031970811104e-07	0.348780599771498	0.182	0.1	0.0146781711636572	"3"	"SPCS2"
"N4BP2L1.1"	4.01999514068296e-07	0.289769586844592	0.294	0.19	0.0147135842144137	"3"	"N4BP2L1"
"RADIL.1"	4.02818076439618e-07	-14.7497951657687	0.27	0.171	0.0147435444157665	"3"	"RADIL"
"EIF3F.1"	4.05881142546998e-07	0.446675079175295	0.194	0.109	0.0148556556983627	"3"	"EIF3F"
"ULK2.1"	4.07474221313253e-07	-2.9504262410143	0.422	0.316	0.0149139639742864	"3"	"ULK2"
"TOR1AIP2.2"	4.08543312151718e-07	0.708043447852983	0.223	0.132	0.014953093768065	"3"	"TOR1AIP2"
"ELP3.2"	4.10989495170247e-07	-2.14349261836311	0.237	0.143	0.0150426265127262	"3"	"ELP3"
"BCAS2"	4.15800290251953e-07	0.372558959379783	0.182	0.101	0.0152187064235117	"3"	"BCAS2"
"LARP4.1"	4.16605956313618e-07	0.557338301120013	0.336	0.23	0.0152481946070347	"3"	"LARP4"
"RAB3GAP2.1"	4.18438385478012e-07	-4.09375143225321	0.438	0.329	0.0153152633468807	"3"	"RAB3GAP2"
"AHDC1.1"	4.27334844405521e-07	0.397750946005958	0.434	0.317	0.0156408826400865	"3"	"AHDC1"
"LAMB1.1"	4.27943556763129e-07	1.610741051925	0.254	0.158	0.0156631621210873	"3"	"LAMB1"
"DERL1"	4.32063763829878e-07	0.25061382623836	0.142	0.071	0.0158139658199374	"3"	"DERL1"
"BCAP29.1"	4.32763423082819e-07	2.52801415327712	0.225	0.137	0.0158395740482542	"3"	"BCAP29"
"CMC1.1"	4.35808958248754e-07	-3.03636345142675	0.175	0.097	0.0159510436808626	"3"	"CMC1"
"RALA.1"	4.44390193890619e-07	-0.486792477611205	0.199	0.114	0.0162651254865906	"3"	"RALA"
"ADSS.2"	4.45911923424804e-07	0.860465563933671	0.263	0.166	0.0163208223092713	"3"	"ADSS"
"GPR107.2"	4.54661568043736e-07	-9.7527280897749	0.4	0.29	0.0166410680519688	"3"	"GPR107"
"OTUD3"	4.62208873059655e-07	0.323415108724999	0.145	0.072	0.0169173069628564	"3"	"OTUD3"
"AP3S2.1"	4.66513621360454e-07	1.24535987839378	0.28	0.183	0.017074865055414	"3"	"AP3S2"
"DEK.1"	4.75251541336629e-07	-2.74561501418021	0.363	0.256	0.017394681664462	"3"	"DEK"
"ZNF92"	4.77079249320438e-07	0.250156459240373	0.126	0.059	0.0174615776043774	"3"	"ZNF92"
"NBEAL1.3"	4.78120828086044e-07	-9.24860007932871	0.429	0.328	0.0174997004287773	"3"	"NBEAL1"
"FAM27C.1"	4.80286411057035e-07	0.951743222246404	0.265	0.167	0.0175789629310985	"3"	"FAM27C"
"SPAG1.1"	4.80550267635738e-07	1.14481745507959	0.178	0.097	0.0175886203457357	"3"	"SPAG1"
"AKTIP"	4.8160233861546e-07	0.296758076806901	0.133	0.064	0.0176271271956645	"3"	"AKTIP"
"LINC00476.1"	4.87586934219727e-07	2.65582723670882	0.327	0.231	0.0178461693793762	"3"	"LINC00476"
"KPNA4.1"	4.89324073134427e-07	-0.456114359858615	0.28	0.181	0.0179097504007932	"3"	"KPNA4"
"ZNF439.1"	4.90959217550161e-07	0.551874873426644	0.341	0.233	0.0179695983215534	"3"	"ZNF439"
"SF1.1"	4.94456401830811e-07	0.390098440688366	0.412	0.299	0.0180975987634095	"3"	"SF1"
"TRAPPC6B.2"	5.05373442083053e-07	2.63074183028476	0.265	0.167	0.0184971733536818	"3"	"TRAPPC6B"
"ZNF506.2"	5.06465482877747e-07	1.1344960622065	0.37	0.264	0.0185371431388084	"3"	"ZNF506"
"HSPA4L.1"	5.07971531090099e-07	0.265304829803196	0.284	0.183	0.0185922660094287	"3"	"HSPA4L"
"HFM1.2"	5.13571837308756e-07	-1.52059119789646	0.332	0.228	0.0187972428173378	"3"	"HFM1"
"CRCP.2"	5.14996027909312e-07	0.960938293738756	0.282	0.179	0.0188493696175087	"3"	"CRCP"
"ASXL1.2"	5.27220030558537e-07	-11.8915074809159	0.443	0.335	0.019296780338473	"3"	"ASXL1"
"ITGA3"	5.32278189571158e-07	0.36365017315917	0.244	0.148	0.019481914016494	"3"	"ITGA3"
"TASOR.2"	5.35335317041441e-07	0.294034036853005	0.355	0.253	0.0195938079390338	"3"	"TASOR"
"MBOAT2.3"	5.39591891555619e-07	-5.35967075760143	0.318	0.211	0.0197496028228272	"3"	"MBOAT2"
"BCR.1"	5.50385030958554e-07	-1.91655038623441	0.344	0.23	0.020144642518114	"3"	"BCR"
"RNF165.2"	5.51013133230828e-07	0.464350483976048	0.318	0.209	0.0201676316893815	"3"	"RNF165"
"RNF217.2"	5.53907759954759e-07	1.32714762154394	0.192	0.108	0.0202735779221041	"3"	"RNF217"
"MAPKAP1.2"	5.58056086445761e-07	-6.50033403369715	0.427	0.309	0.0204254108200013	"3"	"MAPKAP1"
"ATG16L1.2"	5.74946143663964e-07	0.312150677947681	0.199	0.113	0.0210436038042448	"3"	"ATG16L1"
"ECD.2"	5.83169017930922e-07	-1.74094963943907	0.287	0.186	0.0213445692252897	"3"	"ECD"
"CKAP5.1"	5.8430429949633e-07	1.33537395865449	0.405	0.305	0.0213861216658652	"3"	"CKAP5"
"MRS2.2"	5.84346388228649e-07	0.262638644390842	0.211	0.122	0.0213876621555568	"3"	"MRS2"
"FAM53B.2"	5.84449772542526e-07	0.515793852585502	0.396	0.279	0.021391446124829	"3"	"FAM53B"
"SLC6A15.1"	5.9599680988029e-07	1.38358759711789	0.251	0.16	0.0218140792384285	"3"	"SLC6A15"
"TTBK2.1"	5.97483209380232e-07	-10.3727304647459	0.427	0.325	0.0218684829465259	"3"	"TTBK2"
"NME7.1"	6.11322657672096e-07	-22.8104393458912	0.31	0.211	0.0223750205934564	"3"	"NME7"
"NRG1.2"	6.26143780949596e-07	-53.2223232936464	0.564	0.504	0.0229174885265362	"3"	"NRG1"
"TDP2"	6.2690787470645e-07	0.681432346973973	0.18	0.1	0.0229454551221308	"3"	"TDP2"
"LMNB1"	6.27133289921435e-07	0.298730197729243	0.261	0.165	0.0229537055444144	"3"	"LMNB1"
"TRIM4.1"	6.27497526153756e-07	0.572658553377748	0.273	0.174	0.0229670369547536	"3"	"TRIM4"
"KIF1A.1"	6.29105254468297e-07	-0.518913224649264	0.382	0.27	0.0230258814187942	"3"	"KIF1A"
"CDK5RAP2.2"	6.29780257910693e-07	-0.767244269541934	0.419	0.309	0.0230505872197893	"3"	"CDK5RAP2"
"ELK3.1"	6.30500534745879e-07	0.650697863972111	0.273	0.175	0.0230769500722339	"3"	"ELK3"
"LINC01500"	6.30754942724831e-07	5.33809525688618	0.152	0.081	0.0230862616586715	"3"	"LINC01500"
"FBXO9.1"	6.35159482200762e-07	1.24578816391682	0.296	0.195	0.0232474722080301	"3"	"FBXO9"
"MFSD14A.1"	6.4055912915425e-07	0.589862196587878	0.223	0.132	0.0234451046861747	"3"	"MFSD14A"
"TRMT13.2"	6.4235496434045e-07	0.505151584697194	0.235	0.144	0.0235108340498248	"3"	"TRMT13"
"KRAS.1"	6.42394103356905e-07	0.319451912614809	0.168	0.09	0.0235122665769661	"3"	"KRAS"
"IBTK.2"	6.44691882732394e-07	-10.1675899704444	0.419	0.313	0.0235963675998884	"3"	"IBTK"
"UBXN2A.2"	6.58523089502302e-07	-2.49315718233601	0.329	0.223	0.0241026035988737	"3"	"UBXN2A"
"PPP1R21.2"	6.62469637466713e-07	-0.252125537501263	0.365	0.251	0.0242470512009192	"3"	"PPP1R21"
"ARFGEF2.2"	6.69639883472512e-07	2.3236601977839	0.453	0.345	0.0245094893749774	"3"	"ARFGEF2"
"THOC2.2"	6.7105584071066e-07	-0.729774087333817	0.467	0.351	0.0245613148258508	"3"	"THOC2"
"ZNF559.1"	6.76089729634688e-07	0.432461624227182	0.289	0.188	0.0247455601943592	"3"	"ZNF559"
"EPM2AIP1.1"	6.78827814098937e-07	0.317806901254236	0.216	0.127	0.0248457768238352	"3"	"EPM2AIP1"
"LINC00571"	6.78839869688652e-07	1.5901867713618	0.128	0.062	0.0248462180704744	"3"	"LINC00571"
"SLITRK5.1"	6.82671712209903e-07	-11.7922413564753	0.22	0.131	0.0249864673385947	"3"	"SLITRK5"
"SLC25A40.1"	6.86726418319067e-07	1.35293908461938	0.185	0.104	0.0251348736368962	"3"	"SLC25A40"
"MAP4.1"	6.87954187957396e-07	-8.71013578203265	0.486	0.39	0.0251798112334287	"3"	"MAP4"
"ZNF717.1"	7.0600664227478e-07	0.43023916087326	0.213	0.125	0.0258405491138992	"3"	"ZNF717"
"GATAD2A.3"	7.06498346035414e-07	-3.22824616988171	0.249	0.153	0.0258585459632422	"3"	"GATAD2A"
"NFASC.2"	7.08751809580764e-07	-10.0173280940389	0.547	0.429	0.0259410249824655	"3"	"NFASC"
"PPP6C.1"	7.11436196787352e-07	0.250634296679484	0.344	0.241	0.0260392762386139	"3"	"PPP6C"
"UNC5A.1"	7.16563167779523e-07	-0.276488209422632	0.367	0.253	0.0262269285038983	"3"	"UNC5A"
"WDR47.2"	7.29617167913263e-07	0.480425807086171	0.275	0.175	0.0267047179627933	"3"	"WDR47"
"PROX1.2"	7.31353613751447e-07	0.382657117499596	0.18	0.1	0.0267682736169167	"3"	"PROX1"
"DYNC1LI2.2"	7.3515006104675e-07	-0.418895467258198	0.445	0.319	0.0269072273843721	"3"	"DYNC1LI2"
"UMAD1.1"	7.37905139170581e-07	-15.8862980196303	0.303	0.204	0.0270080659987824	"3"	"UMAD1"
"GALNT11.2"	7.45750750309524e-07	-0.452576377958144	0.318	0.214	0.0272952232120789	"3"	"GALNT11"
"HSD17B4.2"	7.50271936144004e-07	1.46266571093022	0.268	0.172	0.0274607031348067	"3"	"HSD17B4"
"PXK.2"	7.50744181582582e-07	-8.8705770632206	0.417	0.301	0.0274779877901041	"3"	"PXK"
"LINC02798.1"	7.55079238028975e-07	9.24101476834194	0.597	0.489	0.0276366551910985	"3"	"LINC02798"
"CREBZF.1"	7.55302561025538e-07	0.28955564486696	0.339	0.23	0.0276448290360957	"3"	"CREBZF"
"FBXO34.2"	7.65070500277067e-07	5.06860610598249	0.306	0.2	0.0280023453806409	"3"	"FBXO34"
"GABARAPL1.1"	7.66198503132777e-07	0.564367576534413	0.166	0.089	0.0280436314131628	"3"	"GABARAPL1"
"PTPN20"	7.67011976259632e-07	0.410851222374121	0.121	0.057	0.0280734053430788	"3"	"PTPN20"
"NSRP1.1"	7.70479450041939e-07	0.804446089974408	0.37	0.261	0.028200318350985	"3"	"NSRP1"
"NDRG3.1"	7.76673892995996e-07	-6.44383481168342	0.389	0.281	0.0284270411575464	"3"	"NDRG3"
"SFMBT2.1"	7.80564487793919e-07	-51.4158932403681	0.37	0.257	0.0285694408177452	"3"	"SFMBT2"
"MMP24OS"	7.80950224979431e-07	0.454890603354494	0.315	0.209	0.0285835591844721	"3"	"MMP24OS"
"SMARCA4.2"	7.96645085429202e-07	-2.19299442349237	0.592	0.473	0.0291580067717942	"3"	"SMARCA4"
"PRR14L.1"	8.02487650224431e-07	0.751545346694108	0.384	0.277	0.0293718504858644	"3"	"PRR14L"
"ACSS2.1"	8.03386791399837e-07	0.606105685849369	0.227	0.137	0.0294047599520254	"3"	"ACSS2"
"AC005562.1.1"	8.05619897809323e-07	0.546735840125639	0.249	0.154	0.029486493879719	"3"	"AC005562.1"
"RNF168.2"	8.06849081539059e-07	-5.44763359106775	0.339	0.233	0.0295314832334111	"3"	"RNF168"
"ZDHHC3.1"	8.26255943978059e-07	0.544548242156852	0.204	0.119	0.0302417938055409	"3"	"ZDHHC3"
"NCOR2.1"	8.26531851499779e-07	-2.09486286567332	0.576	0.459	0.0302518922967434	"3"	"NCOR2"
"FBXO27"	8.4270254968874e-07	0.600148754412796	0.455	0.336	0.0308437560211576	"3"	"FBXO27"
"TM9SF2.1"	8.52373546239814e-07	-0.649917793110042	0.273	0.174	0.0311977241659234	"3"	"TM9SF2"
"SPIN1.2"	8.53165828601238e-07	-2.33269801556014	0.344	0.239	0.0312267224926339	"3"	"SPIN1"
"PPME1.1"	8.53786971866259e-07	0.960224074139901	0.313	0.209	0.0312494569572769	"3"	"PPME1"
"TOB2.1"	8.69468258598444e-07	0.665848166858623	0.592	0.479	0.0318234077329617	"3"	"TOB2"
"NDUFB8.1"	8.76966703004103e-07	0.28497690590421	0.187	0.106	0.0320978582966532	"3"	"NDUFB8"
"NAT10"	8.8002140495791e-07	0.327203303214455	0.206	0.12	0.0322096634428645	"3"	"NAT10"
"PAIP2.1"	8.86037021729613e-07	1.52634653953319	0.377	0.274	0.0324298410323256	"3"	"PAIP2"
"MEIS2.2"	8.88330082925551e-07	-17.7577292691193	0.303	0.202	0.0325137693651581	"3"	"MEIS2"
"TENM3.1"	8.8873733634124e-07	-20.1254660886754	0.308	0.206	0.0325286752474257	"3"	"TENM3"
"LARP1.2"	9.06426649909579e-07	-1.12167834910097	0.412	0.296	0.0331761218133405	"3"	"LARP1"
"FMR1.1"	9.09696171599276e-07	0.339616326529118	0.263	0.168	0.0332957895767051	"3"	"FMR1"
"GATAD1.2"	9.11111634283822e-07	-1.35755986330456	0.237	0.142	0.0333475969264222	"3"	"GATAD1"
"NMT2.1"	9.18152606130615e-07	-0.253855279510046	0.365	0.262	0.0336053035369867	"3"	"NMT2"
"ZBTB5"	9.19170299037657e-07	0.355266706311244	0.121	0.057	0.0336425521150773	"3"	"ZBTB5"
"MTR.1"	9.27504949117253e-07	-0.909535596970231	0.341	0.232	0.0339476086426406	"3"	"MTR"
"ACTR3B.1"	9.32725385823279e-07	1.03550851079371	0.273	0.175	0.0341386818465178	"3"	"ACTR3B"
"CASTOR2.1"	9.36438324853419e-07	0.701446453972695	0.398	0.284	0.03427457912796	"3"	"CASTOR2"
"CTNNBIP1.1"	9.38221067917054e-07	1.33926407958385	0.4	0.285	0.0343398293068321	"3"	"CTNNBIP1"
"C8orf86.1"	9.4402409545821e-07	0.92310416625137	0.246	0.155	0.034552225917866	"3"	"C8orf86"
"TRANK1.1"	9.5689507850891e-07	2.12382347431779	0.427	0.317	0.0350233167685046	"3"	"TRANK1"
"SMIM4.1"	9.68660818529051e-07	0.602102939674489	0.242	0.148	0.0354539546189818	"3"	"SMIM4"
"CAND1.2"	9.75020039586988e-07	0.307937577503165	0.341	0.238	0.0356867084689233	"3"	"CAND1"
"PSMD1.1"	9.83512036372673e-07	-4.27504636789308	0.355	0.259	0.0359975240432762	"3"	"PSMD1"
"NXPE3.2"	9.88198873156991e-07	0.505334961476851	0.197	0.113	0.036169066956419	"3"	"NXPE3"
"TRAPPC2"	9.95952050033678e-07	0.253961365172391	0.1	0.043	0.0364528409832826	"3"	"TRAPPC2"
"IDE.1"	9.99110442044126e-07	0.534542308842965	0.223	0.133	0.036568441289257	"3"	"IDE"
"CALM2.1"	1.00362194439373e-06	0.524934424854933	0.457	0.348	0.0367335667867548	"3"	"CALM2"
"MARK2.1"	1.00578937335846e-06	0.524315773114818	0.329	0.229	0.0368128968542929	"3"	"MARK2"
"RIF1.2"	1.01244527162714e-06	-7.5883836959665	0.557	0.447	0.0370565093868251	"3"	"RIF1"
"ENTPD1-AS1.2"	1.01294898785684e-06	-4.26681141306587	0.299	0.199	0.0370749459045483	"3"	"ENTPD1-AS1"
"ARL6.1"	1.01369503303227e-06	0.332563651800458	0.166	0.09	0.0371022519040142	"3"	"ARL6"
"INTS4.1"	1.01515979675856e-06	0.261149086363417	0.27	0.177	0.0371558637211599	"3"	"INTS4"
